tmp$x	estimate_visitIdM2	estimate_visitIdM4	estimate_visitIdM6	estimate_visitIdM2:compliancehigher compliance	estimate_visitIdM4:compliancehigher compliance	estimate_visitIdM6:compliancehigher compliance	p.value_visitIdM2	p.value_visitIdM4	p.value_visitIdM6	p.value_visitIdM2:compliancehigher compliance	p.value_visitIdM4:compliancehigher compliance	p.value_visitIdM6:compliancehigher compliance	spy	spy_sig	opposite_direction
LDL	NA	NA	0.0239978633581264	NA	NA	-0.139121774739266	 	 	 	 	 	*	0.0433096617242256	0	←
non-HDL	NA	NA	0.0324270039112403	NA	NA	-0.121140493936368	 	 	 	 	 	*	0.142185050199844	0	←
triglycerides	NA	NA	-0.0803319425228292	NA	NA	-0.229909733679283	 	 	 	 	 	 	0.238174056973604	0	
urea	NA	NA	0.00677392364518515	NA	NA	0.0346671971321892	 	 	 	 	 	 	0.41267216747195	1	
creatinine	NA	NA	-0.00285087738388992	NA	NA	-0.0116065454101733	 	 	 	 	 	 	-0.0669780233007966	0	
total protein	NA	NA	0.00771191569204208	NA	NA	0.00185172439669322	 	 	 	 	 	 	-0.210455240307417	0	
bilirubin	NA	NA	0.0571799414300957	NA	NA	0.0213899518580392	 	 	 	 	 	 	-0.116859936012344	0	
uric acid	NA	NA	0.0159018249657623	NA	NA	-0.052566945361521	 	 	 	 	 	 	-0.0941315945465323	0	
ASAT	NA	NA	-0.0653440135416024	NA	NA	0.0430826126815218	 	 	 	 	 	 	0.126246071709163	0	
ALAT	NA	NA	-0.11200439672896	NA	NA	0.146563608568656	 	 	 	 	 	 	0.157757391812369	0	
GGT	NA	NA	-0.0444651030570877	NA	NA	-0.0322105380423661	 	 	*	 	 	 	0.191449754608616	0	
CK	NA	NA	-0.112676933941077	NA	NA	-0.150484356430232	 	 	*	 	 	 	0.273939186872621	0	
ALP	NA	NA	-0.0168565634953589	NA	NA	0.0219982955018042	 	 	 	 	 	 	0.223675076506997	0	
LDH	NA	NA	-0.0461759522988841	NA	NA	0.0106332344888167	 	 	 	 	 	 	0.239303280710317	0	
iron	NA	NA	0.0285854892305361	NA	NA	0.0767081448849014	 	 	 	 	 	 	0.0315399697749057	0	
transferrin	NA	NA	-0.00985663715620247	NA	NA	-0.00231441119006779	 	 	 	 	 	 	-0.0486773926150891	0	
ferritin	NA	NA	0.00397767872793785	NA	NA	0.0246179032320612	 	 	 	 	 	 	0.231355637748582	0	
transferrin saturation	NA	NA	0.0410805978576165	NA	NA	0.0541510495800151	 	 	 	 	 	 	0.0480371916329025	0	
sedimentation rate	NA	NA	0.0652432287196607	NA	NA	-0.00852336790379972	 	 	 	 	 	 	0.127698507525475	0	
platelet volume	NA	NA	-0.012336182273722	NA	NA	0.00166333418216279	 	 	 	 	 	 	0.066256357524741	0	
segmented neutrophils	NA	NA	-0.0306393865846784	NA	NA	-0.005090054952214	 	 	 	 	 	 	-0.180091484874945	0	
lymphocytes	NA	NA	-0.0543000076011737	NA	NA	-0.0314539186674637	 	 	 	 	 	 	0.177216294260106	0	
vitamin B9	NA	NA	0.0623010086321592	NA	NA	-0.166722583462724	 	 	 	 	 	 	-0.170159932907548	0	
vitamin B12	NA	NA	0.0479312690461477	NA	NA	0.0312497113822843	 	 	 	 	 	 	0.18533525469141	0	
TSH	NA	NA	0.00960230848415241	NA	NA	-0.112621043922271	 	 	 	 	 	 	0.000479156684690332	0	
weight	0.00798580836391141	0.0207093549196036	0.012182252043263	0.00763444905981791	0.012267128195032	0.034624743563592	 	***	 	 	 	**	-0.0928468935452236	0	←
BMI	0.00634638445804546	0.0177729357486404	0.00965059060499488	0.0129240908791143	0.0156807581049008	0.0306387167704282	 	**	 	 	 	*	-0.0341963453949502	0	←
subcutaneous fat	NA	NA	0.0692839315605634	NA	NA	0.0646084967905382	 	 	 	 	 	 	-0.159926806190291	0	
visceral fat	NA	NA	0.119976672281289	NA	NA	-0.128323581504866	 	 	*	 	 	 	0.161073847529759	0	
intima media thickness	NA	NA	0.0588046045527772	NA	NA	-0.00346927235966288	 	 	 	 	 	 	0.359227342361597	1	
pulse wave velocity	NA	NA	0.0381169131866572	NA	NA	-0.0129983027784718	 	 	 	 	 	 	0.436721141325985	1	
systolic BP	NA	NA	-0.0371043166519253	NA	NA	-0.00470728013376989	 	 	 	 	 	 	0.404816171331403	1	
diastolic BP	NA	NA	-0.0400448214543825	NA	NA	0.0106879646477631	 	 	*	 	 	 	0.405691326979903	1	
